route,dataset_id,variant,split,sample_index,crop_name,num_predicted_masks,miou,ari,miou_agg,texture_a_best_iou,texture_b_best_iou,texture_a_agg_iou,texture_b_agg_iou,texture_a_overlap_mask_count,texture_b_overlap_mask_count,mask_score_mean,mask_score_median,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only_status,evaluation_view,label_permutation_invariant,assignment_used,assignment_source_for_texture_a,assignment_source_for_texture_b,assignment_direct_miou,assignment_direct_ari,assignment_swapped_miou,assignment_swapped_ari,evaluation_selector,num_feature_levels,coarsest_level_name,finest_level_name,feature_level_names,feature_level_resolutions,cluster_pixel_count_a,cluster_pixel_count_b,rough_mask_positive_pixels_a,rough_mask_positive_pixels_b,refined_mask_positive_pixels_a,refined_mask_positive_pixels_b,refined_score_a,refined_score_b,refined_pair_selection_score,refined_pair_overlap_iou,output_stage,coarsest_init_mode,multiscale_refinement_applied,sam_refinement_applied,foreground_cluster_a_iou,foreground_cluster_b_iou,coarsest_pool_kernel_size,coarsest_pool_stride,pooled_grid_resolution,active_coarsest_component_stats_json
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,10,11,2,0.3187966203290714,-0.01964526398629235,0.5,0.2953896198677982,0.34220362079034455,0.2836456298828125,0.7163543701171875,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.3014214208808813,-0.01964526398629235,0.3187966203290714,-0.01964526398629235,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,22002,43534,22002,43534,22002,43534,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.12229042247290423,0.2953896198677982,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1746"": 1}, ""largest_component_size"": 1746, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1746, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3438"": 1}, ""largest_component_size"": 3438, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3438, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,11,12,2,0.3506682955977417,0.021159425982211773,0.5,0.16902704789050207,0.5323095433049814,0.0941314697265625,0.9058685302734375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.21769480262243485,0.021159425982211773,0.3506682955977417,0.021159425982211773,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,32331,33205,32331,33205,32331,33205,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.012518409425625921,0.16902704789050207,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2565"": 1}, ""largest_component_size"": 2565, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2565, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2619"": 1}, ""largest_component_size"": 2619, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2619, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,12,13,2,0.38565992540733385,0.042735983330540225,0.5,0.1537572671794316,0.6175625836352361,0.1188812255859375,0.8811187744140625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.38565992540733385,0.042735983330540225,0.1992024064867265,0.042735983330540225,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,24160,41376,24160,41376,24160,41376,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.1537572671794316,0.07742034447999299,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""1917"": 1}, ""largest_component_size"": 1917, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1917, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3267"": 1}, ""largest_component_size"": 3267, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3267, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,13,14,2,0.3913353057040103,0.05579870094536303,0.5,0.19324244220509781,0.5894281692029228,0.11175537109375,0.88824462890625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.3913353057040103,0.05579870094536303,0.19692271676806308,0.05579870094536303,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,28910,36626,28910,36626,28910,36626,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.19324244220509781,0.03426366075210618,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2277"": 1}, ""largest_component_size"": 2277, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2277, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2907"": 1}, ""largest_component_size"": 2907, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2907, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,14,15,2,0.5011832130924426,0.12409272543092703,0.5,0.42506129120130753,0.5773051349835777,0.245208740234375,0.754791259765625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.16378820437467365,0.12409272543092703,0.5011832130924426,0.12409272543092703,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,29292,36244,29292,36244,29292,36244,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.010379543834640056,0.42506129120130753,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2313"": 1, ""9"": 1}, ""largest_component_size"": 2313, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 2, ""smallest_component_size"": 9, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2862"": 1}, ""largest_component_size"": 2862, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2862, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,15,16,2,0.2706999955803541,-0.0033830024773672247,0.5,0.15465412777504853,0.38674586338565975,0.1651458740234375,0.8348541259765625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.32294580350472124,-0.0033830024773672247,0.2706999955803541,-0.0033830024773672247,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,27001,38535,27001,38535,27001,38535,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.1253123884327026,0.15465412777504853,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2142"": 1}, ""largest_component_size"": 2142, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2142, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""3042"": 1}, ""largest_component_size"": 3042, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3042, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,16,17,2,0.36628514978966764,0.03509137821462078,0.5,0.17772284875637262,0.5548474508229627,0.090087890625,0.909912109375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.36628514978966764,0.03509137821462078,0.20429570561401753,0.03509137821462078,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,32213,33323,32213,33323,32213,33323,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.17772284875637262,0.003889955214331414,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2538"": 1}, ""largest_component_size"": 2538, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2538, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2646"": 1}, ""largest_component_size"": 2646, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2646, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,17,18,2,0.3913923566540596,0.04571044166748218,0.5,0.18079945336522035,0.6019852599428989,0.14373779296875,0.85626220703125,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_b->foreground,cluster_a->background",cluster_b,cluster_a,0.20680184651137334,0.04571044166748218,0.3913923566540596,0.04571044166748218,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,40394,25142,40394,25142,40394,25142,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.09035590771790045,0.18079945336522035,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""3186"": 1}, ""largest_component_size"": 3186, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 3186, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""1998"": 1}, ""largest_component_size"": 1998, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 1998, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,18,19,2,0.9416134815333663,0.9139748502080883,0.5,0.9059077587536635,0.9773192043130693,0.1842193603515625,0.8157806396484375,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.9416134815333663,0.9139748502080883,0.009376490519973803,0.9139748502080883,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,12639,52897,12639,52897,12639,52897,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.9059077587536635,0.005058552356790372,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""999"": 1}, ""largest_component_size"": 999, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 999, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""4185"": 1}, ""largest_component_size"": 4185, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 4185, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
stld,architexture:stld,feature_cluster_coarse_to_fine_global_pooled_init_coarse_only,benchmark,19,20,2,0.33285716045065544,-0.010209577255006822,0.5,0.20013981306475417,0.46557450783655674,0.1293792724609375,0.8706207275390625,2,2,0.0,0.0,ok,direct_foreground,False,"cluster_a->foreground,cluster_b->background",cluster_a,cluster_b,0.33285716045065544,-0.010209577255006822,0.2432207513916587,-0.010209577255006822,best_foreground_cluster_iou,1,fpn_2,fpn_2,fpn_2,72x72,37874,27662,37874,27662,37874,27662,0.0,0.0,0.0,0.0,coarsest_pooled_direct,pooled_avg_pool_coarse_only,False,False,0.20013981306475417,0.021162974683544302,3,3,24x24,"{""cluster_0"": {""cluster_value"": 0, ""component_size_histogram"": {""2988"": 1}, ""largest_component_size"": 2988, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2988, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}, ""cluster_1"": {""cluster_value"": 1, ""component_size_histogram"": {""2196"": 1}, ""largest_component_size"": 2196, ""num_1_cell_components"": 0, ""num_2_cell_components"": 0, ""num_components"": 1, ""smallest_component_size"": 2196, ""tiny_component_pixel_fraction"": 0.0, ""tiny_component_pixels"": 0}}"
